NAME;NAME_LEN;BLURB_LEN;USD;PLEDGED;GOAL;SUCCESS_RATE;STATE;CATEGORY;SPOTLIGHT;STAFF_PICKED;CURR_TRAILING;BACKERS;START_YEAR;DAYS;;
Anti Bullying App;17;129;0;37,384575;74769,15;0,0005;failed;Software;False;False;True;1;2016;30;;
K-Board Pro 4 - Smart Fabric Keyboard;37;135;1;57886;50000;1,15772;successful;Sound;True;True;True;136;2016;35,2;;
KiQ: The Personal Assistant with Personality Desk Gadget;56;89;1;38934;50000;0,77868;failed;Gadgets;False;False;True;542;2016;28;;
Personal Neckband Cooler/Warmer;31;113;0;0,75682238;75682,238;0,00001;failed;Wearables;False;False;True;1;2016;60;;
help-flash, the 2-in-1 emergency light & portable lamp;54;130;1;4148;35000;0,118514286;failed;Gadgets;False;False;True;84;2016;41,61659722;;
The ClubHouse: A Community-Focused Sports & Culture Space;57;101;1;5854;25000;0,23416;failed;Spaces;False;False;True;45;2016;31,54001157;;
Rebuild Eric: The UK's First Robot;34;118;0;74715,34547;50470,67515;1,480371429;successful;Robots;True;True;False;861;2016;37,60094907;;
Business Suite OS;17;131;1;0;71800;0;failed;Software;False;False;True;0;2016;30;;
LOC LOC - Advanced GPS tracker for vehicles;43;100;0;16227,92578;109685,203;0,14795;failed;Gadgets;False;False;False;36;2016;30;;
Universal Language Reference;28;101;1;1247;150000;0,008313333;failed;Web;False;False;True;18;2016;35;;
Music Star Network;18;102;1;0;25000;0;failed;Web;False;False;True;0;2016;60;;
Bring Word Vault: The Best Speech Therapy App to Android;56;121;1;550;30000;0,018333333;failed;Apps;False;False;True;10;2016;30;;
"""Energy Matters"" - A 3D Learning Tool by Oligo Academy";54;121;0;217,0574796;33628,6236;0,006454545;failed;Software;False;False;True;10;2016;30;;
EDCF - Educational Debt Cancellation FND;40;108;1;11;75000;0,000146667;failed;Web;False;False;True;2;2016;30;;
ACID;4;135;1;51;50000;0,00102;failed;Thrillers;False;False;True;1;2016;30;;
ExoHub - The Hub Apple Should Have Made;39;115;1;13065;60000;0,21775;failed;Gadgets;False;False;True;139;2016;45;;
7th dimensional parallel simulated movie and music recreator;60;124;1;50;25000;0,002;failed;Musical;False;False;True;2;2016;30;;
KμikStαt: Your Handy Stats Calculator;39;133;1;7;45000;0,000155556;failed;Software;False;False;True;3;2016;30;;
A digital library to build incredible post-military careers;59;119;1;50674,8;50000;1,013496;successful;Web;True;False;True;128;2016;30;;
Jade J: Sleek California-designed Tech Accessories;50;133;1;1859511;35000;53,12888571;failed;Hardware;False;False;True;88;2016;37,45741898;;
Measure the true difficulty of your catch & compete globally;60;60;1;2743;250000;0,010972;failed;Hardware;False;False;True;40;2016;60;;
IPSUM SOFTWARE;14;134;0;0;109956,084;0;failed;Software;False;False;False;0;2016;30;;
AiraWear - World's First Massage Hoodie;39;130;1;150035,69;75000;2,000475867;successful;Wearables;True;False;True;1041;2016;41;;
Build the Falcon;16;89;0;708,1332146;240284,7235;0,002947059;failed;Flight;False;False;False;14;2016;53;;
PhoneCatcher: Never Drop Or Lose Your Phone Again!;50;122;0;3914,003022;43846,1877;0,089266667;failed;Gadgets;False;False;False;85;2016;30;;
Smartkase for iPhone 7 - Dual Sim +Memory Card +Battery Case;60;116;1;281995,6;50000;5,639912;successful;Gadgets;True;False;True;3296;2016;51,11798611;;
GameTime Fundraising (GTF);26;128;1;132;50000;0,00264;failed;Web;False;False;True;2;2016;30;;
Airide - The Next generation of Cycling Chamois Pad;51;112;0;6031,190832;29441,986;0,20485;failed;Hardware;False;False;False;46;2016;30;;
iMiNI 2.0 - Mini Cooper iPhone Dock Station/FM/Bluetooth;56;121;1;100;37500;0,002666667;failed;Gadgets;False;False;True;2;2016;30;;
Securmate - World's Most Portable Security System;49;135;1;13266;30000;0,4422;failed;Gadgets;False;False;True;42;2016;41;;
Patch Health | A Connected Approach to Caregiving;49;121;1;510;60000;0,0085;failed;Software;False;False;True;7;2016;51,05145833;;
iBot - Twitch mit iBot jedesmal einzigartig und toll!;53;102;0;0;189484,2899;0;failed;Software;False;False;False;0;2016;30;;
Power strips mounting brackets;30;133;1;30;25000;0,0012;failed;Hardware;False;False;True;2;2016;30;;
codebender:esp - Cloud IDE with Over-the-Air Updates for ESP;60;135;1;6032;60000;0,100533333;failed;Software;False;True;True;163;2016;30;;
A Plan to Save our World Based on Set Theory and Cooperation;60;60;1;15;100001;0,000149999;failed;Software;False;False;True;6;2016;30;;
berlin1000 MobileDock with Power Supply for MacBook;51;135;0;1291,449075;187723,7709;0,006879518;failed;Hardware;False;False;False;10;2016;30;;
YodelUP: on-glove wearable for music and communication;54;133;0;17507,84938;43718,6184;0,400466667;failed;Wearables;False;False;True;117;2016;29,75712963;;
DAN Cases A4-SFX - The World's Smallest Gaming Tower Case;57;128;0;440892,4125;138939,37;3,173272;successful;Hardware;True;False;False;1530;2016;30;;
Compliance management (Gap Analysis) web based system;53;132;0;34,29206014;72540,89645;0,000472727;failed;Software;False;False;False;2;2016;30;;
Financial Health - A Balance;28;135;1;1811;75000;0,024146667;failed;Web;False;False;True;7;2016;45;;
Tilde ~ The First 360° Noise Management Earphones;50;130;0;85948,74575;65865,3054;1,304916833;successful;Sound;True;True;False;476;2016;35;;
Smart Pan Lid;13;49;1;56;55000;0,001018182;failed;Gadgets;False;False;True;3;2016;30;;
Nut Find 3: The Best Designed Smart Tracker in the world.;57;135;1;32661,5;30000;1,088716667;successful;Gadgets;True;False;True;379;2016;30;;
S H A R P X: Keep a Network of Barbers & Salons on Retainer.;60;131;1;4482;45000;0,0996;failed;Apps;False;False;True;16;2016;45;;
The Superbook: Turn your smartphone into a laptop for $99;57;127;1;2952508,59;50000;59,0501718;successful;Hardware;True;True;True;16732;2016;30;;
Gululu | the interactive bottle that keeps kids hydrated;56;129;1;206016;100000;2,06016;successful;Gadgets;True;False;True;821;2016;44,58229167;;
Solar Wi-Fi Mosquito Flea Tick and Insect Misting System;56;128;1;986;91000;0,010835165;failed;Gadgets;False;False;True;4;2016;30;;
JIBE - Heat Management System;29;135;1;0;100000;0;failed;Software;False;False;True;0;2016;30;;
GoTouch - Make Any TV Instantly Interactive;43;135;1;110396;30000;3,679866667;successful;Gadgets;True;False;True;898;2016;30;;
Experience a Guitar Beyond Anything You've Ever Known;53;128;1;23011;35000;0,657457143;failed;Sound;False;False;True;40;2016;45;;
LyfeKey Entrepreneur Development Software;41;127;1;2546;70000;0,036371429;failed;Software;False;False;True;13;2016;31;;
GROOGR;6;128;0;0;37550,2235;0;failed;Web;False;False;True;0;2016;30;;
Strange Land;12;108;1;876;40000;0,0219;failed;Musical;False;False;True;8;2016;59,49383102;;
A portable karaoke microphone for iPhone, Android & tablets;59;133;0;5940,327925;45554,662;0,1304;failed;Gadgets;False;False;False;126;2016;25;;
Falcon - Your Airship;21;102;1;8530;25000;0,3412;failed;Flight;False;True;True;29;2016;35;;
Entrust- me;11;40;0;1,10363095;55181,5475;0,00002;failed;Web;False;False;False;1;2016;30;;
Solar  Flair - Visual Display Alphanumeric System;49;39;1;1724;80000;0,02155;failed;Gadgets;False;False;True;21;2016;60;;
ISOLATE® - Switch off your ears!;33;91;0;614364,4279;33232,528;18,48684;successful;Wearables;True;False;False;9035;2016;31,29513889;;
Kannon Headphones - Deep Bass You can Feel;42;135;1;82949;75000;1,105986667;successful;Hardware;True;False;True;200;2016;40,56376157;;
Fully Waterproof & Floating Bluetooth Speaker & Powerbank;57;132;1;703;30000;0,023433333;failed;Gadgets;False;False;True;6;2016;40;;
SolDataBank .·. The Marketplace Of Information And Knowledge;61;107;0;11,60276359;52739,8345;0,00022;failed;Software;False;False;False;2;2016;40;;
ForMe MP1 – the disability-friendly portable media-player;59;122;0;0;69922,66116;0;failed;Hardware;False;False;False;0;2016;25,85574074;;
ECOLOGIC ULTRALIGHT;19;47;0;561,7302146;36274,09135;0,015485714;failed;Flight;False;False;False;4;2016;30;;
Qualia OS;9;133;0;17,10286092;142523,841;0,00012;failed;Software;False;False;False;3;2016;30;;
Makersmiths 2.0: Loudoun's newest makerspace;44;106;1;16949;45000;0,376644444;failed;Makerspaces;False;False;True;65;2016;60;;
Cactus Air Purifier;19;52;0;1364,077976;41653,5912;0,032748148;failed;Hardware;False;False;True;8;2016;30;;
You-Me Drive;12;114;0;32,99583897;97765,4488;0,0003375;failed;Software;False;False;False;1;2016;30;;
International/Domestic Student room platform;44;132;0;0;53493,0995;0;failed;Web;False;False;False;0;2016;30;;
iKeybo: World's Most Advanced Projection Keyboard and Piano;59;118;1;231989,5;50000;4,63979;successful;Gadgets;True;False;True;2066;2016;60;;
sweep | Scanning LiDAR;22;128;1;272990;230000;1,186913043;successful;Robots;True;True;True;1010;2016;40;;
SWON: A Connected Conservation Device for your Shower;53;135;1;9578;50000;0,19156;failed;Hardware;False;True;True;162;2016;45,74922454;;
The best business only social media site;40;130;1;0;25000;0;failed;Web;False;False;True;0;2016;60;;
Mindful Running? Learn How!;27;80;1;25336;25000;1,01344;successful;Web;True;False;True;212;2016;35,40709491;;
Vor-Prop:  Vortex Propulsor for ship propulsion.;48;117;1;826;50000;0,01652;failed;Hardware;False;False;True;10;2016;30;;
IN ARTICULO MORTIS The movie - Michael Segal & Ivan Zuccon;58;135;0;245,7660455;60614,94395;0,004054545;failed;Thrillers;False;False;False;14;2016;45;;
Safety Walk Interlock;21;117;1;0;30000;0;failed;Gadgets;False;False;True;0;2016;30;;
1 World Educational Theme Parks;31;121;0;0;70394,972;0;failed;Spaces;False;False;False;0;2016;30;;
WairConditioning;16;95;1;467;100000;0,00467;failed;Wearables;False;False;True;4;2016;60;;
Mist Buddy Hydration/Misting Backpack;37;131;1;298;35000;0,008514286;failed;Wearables;False;False;True;3;2016;40;;
Dharlaa.com - Answers for everyone;34;110;1;801;83500;0,009592814;failed;Software;False;False;True;4;2016;30;;
iaware;6;14;1;2;90000;2,22E-05;failed;Gadgets;False;False;True;2;2016;30;;
Heimdall - Smart 3D Sensor Platform for Elder Care;50;131;0;3023,625378;211886,852;0,01427;failed;Hardware;False;False;False;25;2016;29,99928241;;
Mr Mentor - The only language learning App you'll ever need!;60;135;0;1676,971042;34107,8856;0,049166667;failed;Apps;False;False;False;21;2016;30;;
Motion Sim - Professional 3D Full Motion Racing Simulator;57;132;0;30,48835572;39521,9426;0,000771429;failed;Hardware;False;False;False;7;2016;30;;
Press For Success: WordPress Beyond the Build;45;134;1;303;34500;0,008782609;failed;Web;False;False;True;6;2016;30;;
Unleashed Fitness;17;66;1;26;25000;0,00104;failed;Web;False;False;True;2;2016;30;;
Official Black Wall Street App: Your Guide to Buying Black;58;120;1;33595,02;31500;1,066508571;successful;Apps;True;False;True;536;2016;30;;
FIT2U - THE FUTURE OF FITNESS;29;130;1;2095;35520;0,058980856;failed;Apps;False;False;True;25;2016;30;;
Arctic Air Snow Removal Systems;31;131;1;219;43725;0,005008576;failed;Gadgets;False;False;True;8;2016;60;;
Invidyo: World's Smartest Child Monitor with Smile Detection;60;134;1;62497,1;60000;1,041618333;successful;Hardware;True;False;True;343;2016;35;;
Hygenie Flush -  Toilet lid must be down to push flusher;56;135;0;1,42576674;35644,1685;0,00004;failed;Gadgets;False;False;False;1;2016;30;;
One Click Web Site Console by WebKit;36;101;0;1,13340134;28335,0335;0,00004;failed;Hardware;False;False;False;1;2016;30;;
PeruseLab: Improving Onscreen Chemistry;39;126;1;1327;25000;0,05308;failed;Software;False;False;True;14;2016;35;;
Change the Way We Program;25;108;1;15;50000;0,0003;failed;Software;False;False;True;3;2016;30;;
CRM for web specialists;23;119;0;174,8350354;46246,68677;0,003780488;failed;Software;False;False;False;1;2016;30;;
PRISMO: smartphone optics for liberating photos and videos;58;113;1;28760;25000;1,1504;successful;Gadgets;True;False;True;737;2016;30;;
Sensoria Artificial Intelligence Sportswear;43;80;1;36528;35000;1,043657143;successful;Wearables;True;False;True;71;2016;45;;
KUBE: Your Wireless Smartphone Companion /w Built-In Memory;59;103;0;7305,50627;38450,033;0,19;failed;Gadgets;False;False;True;75;2016;60;;
go.vote;7;30;1;581,26;25000;0,0232504;failed;Web;False;False;True;15;2016;15;;
TWIRL. No more tangled earphone cables!;39;107;0;2621,171336;39492,46525;0,066371429;failed;Gadgets;False;False;False;93;2016;30;;
Ubrella;7;124;1;845;55000;0,015363636;failed;Gadgets;False;False;True;21;2016;60;;
Develop a small point of use Hydro Electric Generator;53;132;1;129;64000;0,002015625;failed;Hardware;False;False;True;5;2016;30;;
Twinkly - Smart Decoration... for your Christmas;48;124;0;59199,73058;56119,872;1,05488;successful;Gadgets;True;False;False;297;2016;29;;
eDubs - All Electric Camper Van Hire;36;48;0;4905,360953;65685,069;0,07468;failed;Hardware;False;False;False;40;2016;30;;
Niftee Supply - Smart Power Supply for DIY projects;51;105;1;3955;40000;0,098875;failed;Hardware;False;False;True;33;2016;42,11206019;;
world s first self driving (driverless) e-bike taxis;52;120;0;0;85441,2645;0;failed;Robots;False;False;False;0;2016;33,95179398;;
Stoptix Bicycle Brake Light;27;104;1;1637;25000;0,06548;failed;Hardware;False;False;True;25;2016;19,98144676;;
ThinkGenetic: GPS for Rare Genetic Diseases;43;113;1;50600;50000;1,012;successful;Web;True;False;True;165;2016;30;;
MicroLux Flashlight: a Better, Bright, Keychain Light!;54;89;1;764;75000;0,010186667;failed;Gadgets;False;False;True;23;2016;37;;
Hydroid - The Simplest Hydration Reminder;41;116;1;818;27750;0,029477477;failed;Gadgets;False;False;True;19;2016;36,37572917;;
MotorTalk: Bringing Electirc Motors into the Digital Age;56;135;1;712;70000;0,010171429;failed;Hardware;False;False;True;8;2016;50;;
Affordable High Performance Cycling Power Meter;47;129;1;2545;25000;0,1018;failed;Gadgets;False;False;True;12;2016;60;;
Fizzics Waytap | Untap the full taste of beer with science;58;139;1;1086819;50000;21,73638;successful;Gadgets;True;True;True;7117;2016;45;;
Nexus + Custom Rom = Germanium 32;33;112;0;0;110208,989;0;failed;Hardware;False;False;False;0;2016;30,74597222;;
Report Management Solutions;27;135;1;0;60000;0;failed;Software;False;False;True;0;2016;60;;
Singularis - website project for Performing Artists;51;134;0;1359,485458;40181,8362;0,033833333;failed;Web;False;False;False;4;2016;30;;
Open Building Institute: Eco-Building Toolkit;45;72;1;115860,21;80000;1,448252625;successful;Hardware;True;True;True;1902;2016;35,3394213;;
Collins Brand: American Eyewear With Vision-Saving Lenses;57;135;1;43650;40000;1,09125;successful;Wearables;True;False;True;202;2016;33;;
Anti Kidnapping Patch THE (AKP);31;56;1;1;125000;0,000008;failed;Gadgets;False;False;True;1;2016;27,03381944;;
Relaunching in May;18;81;1;142;85000;0,001670588;failed;Web;False;False;True;1;2016;30;;
JustImPress the revolutionary CMS;33;134;0;2,27998956;113999,478;0,00002;failed;Web;False;False;False;2;2016;30;;
Dustbender - The Revolutionary Dust Mitigation Tool!;52;121;1;1272;37500;0,03392;failed;Hardware;False;False;True;21;2016;25,34935185;;
Helios;6;117;1;1;200000;0,000005;failed;Hardware;False;False;True;1;2016;32,085625;;
Solar Frame Charger: Your Unique Solar Charger;46;135;0;316,4252401;72909,0415;0,00434;failed;Hardware;False;False;False;7;2016;32;;
The Phone Frame;15;128;1;3;64875;4,62E-05;failed;Hardware;False;False;True;3;2016;50;;
Swine Farm Liquid Medicine Inventory Management IoT Systems;59;138;1;0;50000;0;failed;Hardware;False;False;True;0;2016;30;;
Browser Privacy Protection;26;131;1;3;175000;1,71E-05;failed;Software;False;False;True;3;2016;40;;
Tech Garden: Growing the Community With Tech;44;129;1;7254;90000;0,0806;failed;Makerspaces;False;False;True;47;2016;32,99197917;;
EduTrakker - College Credits Tracking and Reporting;51;92;1;0;25000;0;failed;Software;False;False;True;0;2016;30;;
Angel Comedy Club;17;99;0;67647,77048;29006,5686;2,3321535;successful;Spaces;True;True;False;1049;2016;60;;
Interactive Global Domestic Violence Platform;45;125;0;1498,299873;164527,8045;0,009106667;failed;Web;False;False;False;20;2016;30;;
Wear It Differently;19;73;1;525;250000;0,0021;failed;Wearables;False;False;True;7;2016;30;;
Audionoggin - Join the Earvolution;34;74;1;19572;49000;0,399428571;failed;Wearables;False;False;True;196;2016;30;;
Your Venture Online;19;117;0;181,7457475;145396,598;0,00125;failed;Apps;False;False;False;5;2016;30;;
MowBuddy;8;62;1;132;25000;0,00528;failed;Gadgets;False;False;True;7;2016;30;;
Ordercube: Simplify Ordering - and beyond;41;128;0;31842,01683;28011,2045;1,13676;successful;Gadgets;True;False;False;41;2016;30;;
Petspeak - Makes your dog speak.;32;60;1;5827;50000;0,11654;failed;Gadgets;False;False;True;47;2016;45;;
MedExercise eFitness System;27;128;0;0;71237,046;0;failed;Hardware;False;False;True;0;2016;30;;
Raspberry Home Cloud;20;93;1;6;30000;0,0002;failed;Software;False;False;True;2;2016;30;;
"""The Norwegians"" Midwestern Tour";32;131;1;2;30000;6,67E-05;failed;Plays;False;False;True;1;2016;25;;
EagleSoC Development Kit for Your Embedded Design - PSoC5LP;59;132;1;1992;30000;0,0664;failed;Hardware;False;False;True;20;2016;30;;
$350 Braille Display and braille keyboard for iPad or tablet;60;135;1;1311;40000;0,032775;failed;Hardware;False;False;True;9;2016;20;;
Linner: Your First Noise-Cancelling Headphones;46;135;1;37281;30000;1,2427;successful;Sound;True;False;True;257;2016;31;;
Lingohop: Teaching Everyday Language for Everyday Use;53;128;1;25245;25000;1,0098;successful;Apps;True;False;True;174;2016;40;;
PC Draft 6 - The All New 2D CAD Design App For PC!;50;132;0;1032,593802;42377,3106;0,024366667;failed;Software;False;False;False;12;2016;60;;
Your Online Action Buddy to help you get things done!;53;128;0;8,47754798;29286,07484;0,000289474;failed;Web;False;False;True;2;2016;30;;
tammah: online video platform for African indie content;55;117;1;11459;50000;0,22918;failed;Web;False;False;True;39;2016;30;;
TRAVELSOLOGY : A School That Can Teach You How To Travel;56;69;1;816;40000;0,0204;failed;Makerspaces;False;False;True;14;2016;27;;
Foldable Electric Scooter - Mercanewheels TRANSBOARD;52;92;1;75264;50000;1,50528;successful;Hardware;True;False;True;152;2016;30;;
Aperio: HAT for RaspberryPi (RPi);33;130;1;259;25000;0,01036;failed;Hardware;False;False;True;3;2016;45;;
JOUÉ - The most Expressive and Modular MIDI controller;55;128;0;96838,74734;74432,4525;1,301028571;successful;Sound;True;True;False;296;2016;45;;
CmpareNotes;11;47;1;10;100000;0,0001;failed;Web;False;False;True;1;2016;60;;
UBIQVISION;10;29;0;0;25311,3294;0;failed;Web;False;False;False;0;2016;60;;
Sense: The intelligent camera and hub for your modern home;58;128;1;164885,2;100000;1,648852;successful;Hardware;True;True;True;774;2016;30;;
ODIN2: Smart Projector for movies, video calls, and apps;56;91;1;170271;125000;1,362168;successful;Hardware;True;True;True;379;2016;29,72702546;;
HYDRA;5;119;1;11;25000;0,00044;failed;Software;False;False;True;2;2016;60;;
mimic: immersion robot;22;135;1;5981;225000;0,026582222;failed;Robots;False;True;True;44;2016;35,92550926;;
"VW ""DIESELGATE"" FIX EMISSIONS PROJECT";37;133;1;100;200000;0,0005;failed;Gadgets;False;False;True;1;2016;35,48001157;;
Nightingale - The First Smart Home Sleep System;47;131;1;107389;100000;1,07389;successful;Sound;True;False;True;576;2016;33,5225;;
Kasia - What did you forget to turn off today?;46;108;1;30727;30000;1,024233333;successful;Gadgets;True;False;True;445;2016;44,70590278;;
WAVES Nx – 3D AUDIO ON ANY HEADPHONES;39;91;1;261424;200000;1,30712;successful;Sound;True;True;True;2847;2016;39,81663194;;
Support A Parent;16;115;1;75;200000;0,000375;failed;Web;False;False;True;2;2016;30;;
Mo-Mic - Motion Controlled Microphone System;44;131;1;1048;30000;0,034933333;failed;Sound;False;True;True;12;2016;30;;
Incentivising and Rewarding Student Achievement;47;135;0;0;152328,726;0;failed;Software;False;False;True;0;2016;30;;
First-of-its-kind Augmented Reality Coloring Book for kids.;59;124;1;5978;46500;0,12855914;failed;Apps;False;False;True;25;2016;30;;
HELP ME, I'M DYING the show;27;61;1;74580,21;33000;2,260006364;successful;Experimental;True;False;True;1069;2016;30;;
SoLinks : The Worlds First Customizable Solar Panel;51;133;1;1052;45000;0,023377778;failed;Gadgets;False;False;True;15;2016;30;;
iBand+: EEG headband that helps you Sleep and Dream!;52;131;0;723591,6239;56157,691;12,884996;successful;Wearables;True;False;False;3958;2016;44,85984954;;
CampMaid Charcoal Chimney - Quickest Way To Get BBQ Hot;55;126;1;62801;50000;1,25602;successful;Gadgets;True;False;True;691;2016;36,51216435;;
Necksound: Smart wireless necklace wearable music device;56;129;0;46014,25856;33418,7367;1,3769;successful;Wearables;True;False;False;306;2016;40;;
J1772 WiFi Electric Vehicle Charge Controller;45;103;0;2009,327853;26257,1428;0,076525;failed;Hardware;False;False;True;14;2016;30;;
ClutchIt! : The World's First Anywhere Magnetic Phone Mount;59;133;1;122529;50000;2,45058;successful;Gadgets;True;False;True;2404;2016;45;;
Greengigga.com;14;127;0;22,83766032;36834,936;0,00062;failed;Web;False;False;True;2;2016;30;;
JETSUBMARINER;13;104;0;1,09212274;196582,0932;5,56E-06;failed;Hardware;False;False;False;1;2016;30;;
Alpha ball.Tune your body to the deep relaxation alpha mode.;60;135;1;2055;30000;0,0685;failed;Wearables;False;False;True;21;2016;60;;
Smart Connect next generation smart power strip;47;133;0;1652,046272;94429,624;0,017495;failed;Gadgets;False;False;True;35;2016;30;;
LAntiStress - Life with Less Stress;35;135;0;13,42450056;61697,88587;0,000217584;failed;Apps;False;False;False;3;2016;32,64081019;;
A project for the fabrication of prototypes for wearables.;58;131;1;1;125000;0,000008;failed;Wearables;False;False;True;1;2016;30,32508102;;
PlantSnap: The App that Identifies Plants in an Instant;55;123;1;2386;65000;0,036707692;failed;Apps;False;False;True;117;2016;30;;
Brighid's Village;17;72;1;134;200000;0,00067;failed;Festivals;False;False;True;4;2016;30;;
LVL – The First Wearable Hydration Monitor;44;133;1;1186983;50000;23,73966;successful;Wearables;True;True;True;7501;2016;43,54069444;;
Pryor Rendering: A New Musical;30;119;1;61890;55000;1,125272727;successful;Musical;True;False;True;292;2016;41,97777778;;
TODAY IS DODAY - The future App of leisure;42;128;0;12,18296596;215970,7602;5,64E-05;failed;Apps;False;False;False;2;2016;30;;
goLock™ VENTURE™: A Revolutionary Lock for Outdoor Equipment;64;129;1;3443;80000;0,0430375;failed;Hardware;False;False;True;36;2016;30;;
Trailblazing Women Pilots – Honoring the WASP;47;136;1;114627;100000;1,14627;successful;Flight;True;True;True;502;2016;28,37280093;;
MARA PEN: A motion controller to help you spread your idea;58;109;0;11442,76101;28896,226;0,395995;failed;Hardware;False;False;True;91;2016;57,4146875;;
TrackLinq BAS Securing incident reporting in the cloud!;55;53;1;1036;40000;0,0259;failed;Software;False;False;True;6;2016;30;;
SwivoL Tablet Holder;20;132;1;1331;100000;0,01331;failed;Gadgets;False;False;True;13;2016;46,02854167;;
Help Belarus Free Theatre fight dictatorship;44;137;0;29795,64038;29419,0762;1,0128;successful;Experimental;True;True;False;314;2016;35,51421296;;
AB | Smart, Automated Craft Beer Home Brewery;45;133;1;701416;100000;7,01416;successful;Hardware;True;False;True;1221;2016;35;;
The Beer Connect - Craft Beer From The Brewery To Your Door;59;125;1;1364;100000;0,01364;failed;Web;False;False;True;25;2016;31,24885417;;
Knightmare: A robotic mech you pilot.;37;130;0;393,6376957;54455,8077;0,007228571;failed;Robots;False;False;True;3;2016;30;;
PocketLab Voyager | Explore Science in Your World;49;123;1;76047;25000;3,04188;successful;Hardware;True;True;True;531;2016;29,64266204;;
Time and Water Conserving New Pressure Washer Accessory;55;133;1;344;25000;0,01376;failed;Hardware;False;False;True;13;2016;30;;
Neopenda: Wearable Vital Signs Monitor for Newborns;51;123;1;40953;40000;1,023825;successful;Wearables;True;True;True;280;2016;41,66826389;;
Our Illinois -an interactive social studies/civic curriculum;60;130;1;1;35000;2,86E-05;failed;Web;False;False;True;1;2016;30;;
StarJak, Worlds First Articulating Remote Control Wheel!;56;80;1;587;75000;0,007826667;failed;Gadgets;False;False;True;11;2016;60;;
Nura: Headphones that learn and adapt to your unique hearing;60;133;1;1803988,56;100000;18,0398856;successful;Sound;True;True;True;7730;2016;60;;
"The solution of the world wide ""Digital Dementia""!";50;132;0;272,1684601;150200,8514;0,00181203;failed;Hardware;False;False;False;6;2016;35;;
The Comedy Project;18;95;1;29531;25000;1,18124;successful;Spaces;True;False;True;173;2016;30;;
Tetrasound Technologies;23;134;0;0;218279,5734;0;failed;Sound;False;False;True;0;2016;30;;
Bumbl - The Smart Car Seat Monitor;34;97;1;3478;55000;0,063236364;failed;Gadgets;False;False;True;42;2016;30;;
VM-Rigid Wall Mounted PC Computer Case;38;116;1;4058;25000;0,16232;failed;Hardware;False;False;True;18;2016;36,43737269;;
Light;5;47;1;50;30000;0,001666667;failed;Gadgets;False;False;True;1;2016;40;;
GMF's Magnetic Self-Aligning Light Projector for Aquariums;58;135;1;78;25000;0,00312;failed;Gadgets;False;False;True;4;2016;45;;
Del-Fi Audio: Dual-Function Luxury Headphones and Speakers;58;131;1;17748;50000;0,35496;failed;Sound;False;False;True;99;2016;40;;
PalWiFi - Free WiFi for Everyone Everywhere. Join Us. Share!;60;135;1;168;26000;0,006461538;failed;Software;False;False;True;5;2016;30;;
Roofora;7;135;0;7,21162515;36058,12575;0,0002;failed;Web;False;False;False;1;2016;16,00334491;;
ESSENCE: the world's best computer speaker system;49;130;0;100196,9925;82857,0776;1,209275;successful;Sound;True;False;False;110;2016;46;;
E-Dow - smart Window Timer;26;123;0;1,11594688;72536,5472;1,54E-05;failed;Gadgets;False;False;False;1;2016;31;;
Kickass Top Quality Synology VPS Platform;41;115;0;576,5159341;38000,10865;0,015171429;failed;Software;False;False;False;6;2016;30;;
Automated Fingerprint Identification System;43;98;0;26,6136876;53227,3752;0,0005;failed;Software;False;False;False;2;2016;25;;
Tetra iQ Open Earthquake Early Warning British Columbia.;56;121;0;2076,568533;69293,46021;0,029967742;failed;Gadgets;False;False;True;16;2016;30;;
Help built your magical rainsforest holiday stop...;51;135;1;1;25000;0,00004;failed;Makerspaces;False;False;True;1;2016;29,99918981;;
Strike - The World’s First Smart Baseball;43;137;1;32749;25000;1,30996;successful;Hardware;True;False;True;269;2016;60;;
Aires Ultra V4 Advanced Micro DLG Glider;40;135;1;1441;35000;0,041171429;failed;Flight;False;False;True;11;2016;30;;
TYLT VÜ Pulse for Pebble Time™;33;135;1;343749;100000;3,43749;successful;Wearables;True;True;True;5814;2016;30;;
Obshi, drain for aquaponics, masonry, fish tanks, hydroponic;60;135;1;467;30000;0,015566667;failed;Hardware;False;False;True;6;2016;30;;
"Riders Registry ""Medical data of active people on a Dog Tag""";60;131;1;105;48500;0,002164948;failed;Wearables;False;False;True;4;2016;30;;
Modernized Buckling Spring Keyboard Switch;42;133;0;4515,977755;31898,13;0,141575;failed;Hardware;False;False;True;39;2016;30,97329861;;
Car Handy Helper Bib;20;135;1;0;105000;0;failed;Wearables;False;False;True;0;2016;40,22310185;;
Cage Match: The World's First Nicolas Cage Dating Website;57;120;0;4633,216955;29021,0896;0,15965;failed;Web;False;False;False;30;2016;30;;
Isolation Tanks in NYC - Sensory Deprivation;44;133;1;41;30000;0,001366667;failed;Gadgets;False;False;True;3;2016;30;;
techbrother;11;132;0;1,33084466;66542,233;0,00002;failed;Web;False;False;True;2;2016;30;;
ZVOX AccuVoice TV Speaker With Smart Hearing Aid Technology;59;129;1;139114;30000;4,637133333;successful;Sound;True;False;True;767;2016;35,21984954;;
Laundrifi - Never Forget Your Laundry Again;43;127;1;2217;30000;0,0739;failed;Gadgets;False;False;True;53;2016;45;;
Hurricane Artificial Intelligence DJ;36;115;1;17367;250000;0,069468;failed;Gadgets;False;False;True;108;2016;30;;
